"We gratefully acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.",,,,,,
All submitters of data may be contacted directly via www.gisaid.org,,,,,,
Accession ID,Virus name,Location,Collection date,Originating lab,Submitting lab,Authors
EPI_ISL_447997,hCoV-19/England/CAMB-1AD6D5/2020,Europe / United Kingdom / England,2020-05-01,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_447998,hCoV-19/England/CAMB-1AD6F3/2020,Europe / United Kingdom / England,2020-05-01,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_447999,hCoV-19/England/CAMB-1AD70F/2020,Europe / United Kingdom / England,2020-05-01,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448000,hCoV-19/England/CAMB-1AD71E/2020,Europe / United Kingdom / England,2020-05-01,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448001,hCoV-19/England/CAMB-1AD72D/2020,Europe / United Kingdom / England,2020-05-01,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448007,hCoV-19/England/CAMB-1AD7A5/2020,Europe / United Kingdom / England,2020-05-01,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448010,hCoV-19/England/CAMB-1AD7D2/2020,Europe / United Kingdom / England,2020-05-01,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448011,hCoV-19/England/CAMB-1AD7E1/2020,Europe / United Kingdom / England,2020-05-02,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448012,hCoV-19/England/CAMB-1AD7F0/2020,Europe / United Kingdom / England,2020-05-04,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448013,hCoV-19/England/CAMB-1AD80C/2020,Europe / United Kingdom / England,2020-05-02,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448015,hCoV-19/England/CAMB-1AD82A/2020,Europe / United Kingdom / England,2020-05-01,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448016,hCoV-19/England/CAMB-1AD857/2020,Europe / United Kingdom / England,2020-05-02,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448017,hCoV-19/England/CAMB-1AD866/2020,Europe / United Kingdom / England,2020-05-01,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448021,hCoV-19/England/CAMB-1AD8DF/2020,Europe / United Kingdom / England,2020-05-01,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448022,hCoV-19/England/CAMB-1AD8EE/2020,Europe / United Kingdom / England,2020-05-02,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448023,hCoV-19/England/CAMB-1AD909/2020,Europe / United Kingdom / England,2020-05-01,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448024,hCoV-19/England/CAMB-1AD918/2020,Europe / United Kingdom / England,2020-05-02,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448033,hCoV-19/England/CAMB-1ADAF7/2020,Europe / United Kingdom / England,2020-05-01,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448035,hCoV-19/England/CAMB-1ADB21/2020,Europe / United Kingdom / England,2020-05-01,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448036,hCoV-19/England/CAMB-1ADB30/2020,Europe / United Kingdom / England,2020-05-02,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448037,hCoV-19/England/CAMB-1ADB5E/2020,Europe / United Kingdom / England,2020-05-03,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448039,hCoV-19/England/CAMB-1ADB7C/2020,Europe / United Kingdom / England,2020-05-03,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448040,hCoV-19/England/CAMB-1ADB8B/2020,Europe / United Kingdom / England,2020-05-03,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448041,hCoV-19/England/CAMB-1ADB9A/2020,Europe / United Kingdom / England,2020-05-03,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448042,hCoV-19/England/CAMB-1ADBA9/2020,Europe / United Kingdom / England,2020-05-04,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448043,hCoV-19/England/CAMB-1ADBB8/2020,Europe / United Kingdom / England,2020-05-04,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448044,hCoV-19/England/CAMB-1ADBC7/2020,Europe / United Kingdom / England,2020-05-04,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448046,hCoV-19/England/CAMB-1ADBE5/2020,Europe / United Kingdom / England,2020-05-04,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448047,hCoV-19/England/CAMB-1ADBF4/2020,Europe / United Kingdom / England,2020-05-04,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448049,hCoV-19/England/CAMB-1ADC79/2020,Europe / United Kingdom / England,2020-05-06,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448051,hCoV-19/England/CAMB-1AE391/2020,Europe / United Kingdom / England,2020-05-04,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448056,hCoV-19/England/CAMB-1AEBB7/2020,Europe / United Kingdom / England,2020-05-01,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448059,hCoV-19/England/CAMB-1AEBE4/2020,Europe / United Kingdom / England,2020-05-04,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
EPI_ISL_448060,hCoV-19/England/CAMB-1AEBF3/2020,Europe / United Kingdom / England,2020-05-04,"Department of Pathology, University of Cambridge",COVID-19 Genomics UK (COG-UK) Consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow"
